usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-04,16:58:00,S00407,Library,Mills Library,66,MobileApp,False
2,2025-10-04,12:06:00,S00745,StudyRoom,ITB,125,FrontDesk,True
3,2025-10-04,12:17:00,S03327,Gym,DBAC,42,FrontDesk,True
4,2025-10-04,12:21:00,S03121,ComputerLab,JHE,52,MobileApp,True
5,2025-10-04,11:28:00,S01797,Gym,Thode Library,103,MobileApp,True
6,2025-10-04,17:03:00,S01633,Library,Mills Library,37,CardSwipe,False
7,2025-10-04,20:31:00,S04089,Library,JHE,91,FrontDesk,True
8,2025-10-04,19:46:00,S04100,ComputerLab,PGCLL,102,MobileApp,True
9,2025-10-04,14:05:00,S01324,ComputerLab,JHE,83,CardSwipe,False
10,2025-10-04,22:43:00,S04256,Gym,DBAC,84,MobileApp,False
11,2025-10-04,12:03:00,S02191,Cafeteria,Thode Library,74,CardSwipe,True
12,2025-10-04,20:27:00,S00526,Cafeteria,PGCLL,87,CardSwipe,True
13,2025-10-04,19:08:00,S01472,Library,ITB,99,CardSwipe,True
14,2025-10-04,12:20:00,S03861,StudyRoom,Thode Library,47,CardSwipe,True
15,2025-10-04,19:49:00,S03381,Gym,DBAC,125,MobileApp,True
16,2025-10-04,12:07:00,S03884,Gym,DBAC,106,MobileApp,True
17,2025-10-04,12:02:00,S01471,Library,ITB,100,CardSwipe,True
18,2025-10-04,20:38:00,S02055,Cafeteria,JHE,96,MobileApp,True
19,2025-10-04,12:12:00,S00395,Library,Thode Library,72,MobileApp,True
20,2025-10-04,18:49:00,S01593,StudyRoom,DBAC,92,FrontDesk,True
21,2025-10-04,12:19:00,S04854,Cafeteria,JHE,111,FrontDesk,True
22,2025-10-04,19:47:00,S00387,Cafeteria,JHE,98,MobileApp,True
23,2025-10-04,20:29:00,S03409,ComputerLab,ITB,37,FrontDesk,True
24,2025-10-04,20:57:00,S01989,StudyRoom,JHE,121,MobileApp,True
25,2025-10-04,21:58:00,S00951,StudyRoom,ITB,79,MobileApp,True
26,2025-10-04,19:15:00,S00464,StudyRoom,ITB,87,FrontDesk,True
27,2025-10-04,20:09:00,S01061,Gym,ITB,96,CardSwipe,True
28,2025-10-04,14:33:00,S04608,ComputerLab,JHE,126,FrontDesk,False
29,2025-10-04,12:07:00,S02678,Gym,DBAC,117,CardSwipe,True
30,2025-10-04,12:34:00,S01958,Library,Mills Library,106,FrontDesk,True
31,2025-10-04,18:52:00,S03346,Library,PGCLL,76,CardSwipe,True
32,2025-10-04,11:18:00,S01096,StudyRoom,Thode Library,117,MobileApp,True
33,2025-10-04,14:11:00,S03427,StudyRoom,Mills Library,83,CardSwipe,False
34,2025-10-04,11:39:00,S03430,ComputerLab,DBAC,130,CardSwipe,True
35,2025-10-04,18:57:00,S02100,Library,Thode Library,94,MobileApp,True
36,2025-10-04,13:14:00,S03970,StudyRoom,JHE,81,FrontDesk,True
37,2025-10-04,08:05:00,S01431,Library,ITB,63,MobileApp,False
38,2025-10-04,14:00:00,S01353,Gym,DBAC,91,CardSwipe,False
39,2025-10-04,19:49:00,S04778,StudyRoom,Mills Library,117,FrontDesk,True
40,2025-10-04,11:46:00,S02219,StudyRoom,ITB,102,MobileApp,True
41,2025-10-04,20:04:00,S04334,Gym,PGCLL,89,FrontDesk,True
42,2025-10-04,14:09:00,S04266,Library,ITB,122,MobileApp,False
43,2025-10-04,13:46:00,S03590,ComputerLab,PGCLL,34,FrontDesk,True
44,2025-10-04,18:05:00,S03854,Gym,DBAC,144,FrontDesk,True
45,2025-10-04,20:08:00,S03234,StudyRoom,PGCLL,104,MobileApp,True
46,2025-10-04,18:18:00,S01178,StudyRoom,Mills Library,128,CardSwipe,True
47,2025-10-04,11:18:00,S02158,Gym,DBAC,49,CardSwipe,True
48,2025-10-04,20:54:00,S00076,Library,JHE,117,MobileApp,True
49,2025-10-04,14:34:00,S03618,Gym,JHE,87,FrontDesk,False
50,2025-10-04,18:52:00,S04592,ComputerLab,ITB,46,FrontDesk,True
51,2025-10-04,22:42:00,S03169,ComputerLab,DBAC,141,FrontDesk,False
52,2025-10-04,20:31:00,S00535,StudyRoom,Thode Library,135,MobileApp,True
53,2025-10-04,14:36:00,S03189,Library,Mills Library,64,FrontDesk,False
54,2025-10-04,13:27:00,S03234,Library,Mills Library,67,CardSwipe,True
55,2025-10-04,11:19:00,S02867,StudyRoom,JHE,81,CardSwipe,True
56,2025-10-04,11:10:00,S03030,Library,Thode Library,89,CardSwipe,True
57,2025-10-04,19:35:00,S01414,Gym,Mills Library,96,MobileApp,True
