usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-26,13:51:00,S03491,Library,PGCLL,114,MobileApp,True
2,2025-10-26,22:44:00,S03183,Gym,DBAC,77,FrontDesk,False
3,2025-10-26,14:46:00,S03708,StudyRoom,JHE,88,FrontDesk,False
4,2025-10-26,19:16:00,S03104,Library,PGCLL,128,CardSwipe,True
5,2025-10-26,12:23:00,S03227,Gym,DBAC,92,CardSwipe,True
6,2025-10-26,21:53:00,S03652,Gym,ITB,102,MobileApp,True
7,2025-10-26,13:25:00,S01180,Library,Thode Library,81,FrontDesk,True
8,2025-10-26,11:58:00,S04572,StudyRoom,JHE,100,CardSwipe,True
9,2025-10-26,20:45:00,S01778,Library,Thode Library,72,CardSwipe,True
10,2025-10-26,11:36:00,S02653,Gym,DBAC,142,FrontDesk,True
11,2025-10-26,09:16:00,S03433,Gym,JHE,51,MobileApp,False
12,2025-10-26,20:56:00,S00068,ComputerLab,PGCLL,109,FrontDesk,True
13,2025-10-26,19:38:00,S04717,Library,ITB,72,MobileApp,True
14,2025-10-26,12:15:00,S04376,Library,PGCLL,101,CardSwipe,True
15,2025-10-26,14:01:00,S01632,StudyRoom,JHE,91,MobileApp,False
16,2025-10-26,18:49:00,S04053,Cafeteria,ITB,38,CardSwipe,True
17,2025-10-26,20:31:00,S03152,StudyRoom,JHE,67,FrontDesk,True
18,2025-10-26,20:32:00,S00406,StudyRoom,Thode Library,122,CardSwipe,True
19,2025-10-26,14:05:00,S00023,Gym,DBAC,84,MobileApp,False
20,2025-10-26,18:00:00,S01279,StudyRoom,Mills Library,73,MobileApp,True
21,2025-10-26,22:12:00,S01153,Cafeteria,Thode Library,85,MobileApp,False
22,2025-10-26,12:14:00,S04502,Cafeteria,PGCLL,32,CardSwipe,True
23,2025-10-26,12:18:00,S03396,ComputerLab,DBAC,66,CardSwipe,True
24,2025-10-26,12:39:00,S01002,Library,Thode Library,113,FrontDesk,True
25,2025-10-26,21:41:00,S03906,StudyRoom,PGCLL,92,FrontDesk,True
26,2025-10-26,13:56:00,S00206,Gym,DBAC,74,FrontDesk,True
27,2025-10-26,12:15:00,S02606,Library,PGCLL,128,CardSwipe,True
28,2025-10-26,13:58:00,S03734,Library,JHE,24,CardSwipe,True
29,2025-10-26,09:19:00,S03261,StudyRoom,JHE,111,CardSwipe,False
30,2025-10-26,19:36:00,S02812,Cafeteria,ITB,99,MobileApp,True
31,2025-10-26,11:20:00,S03246,ComputerLab,Mills Library,82,FrontDesk,True
32,2025-10-26,17:20:00,S03950,ComputerLab,Mills Library,43,FrontDesk,False
33,2025-10-26,11:09:00,S02970,StudyRoom,ITB,73,CardSwipe,True
34,2025-10-26,13:18:00,S01795,Library,Thode Library,87,CardSwipe,True
35,2025-10-26,21:21:00,S00295,StudyRoom,DBAC,44,CardSwipe,True
36,2025-10-26,16:29:00,S01091,Cafeteria,ITB,128,CardSwipe,False
37,2025-10-26,16:19:00,S01088,Library,Mills Library,98,CardSwipe,False
38,2025-10-26,08:06:00,S00789,StudyRoom,Mills Library,137,CardSwipe,False
39,2025-10-26,14:41:00,S04490,StudyRoom,ITB,76,MobileApp,False
40,2025-10-26,21:14:00,S04905,StudyRoom,Thode Library,51,MobileApp,True
41,2025-10-26,21:07:00,S02447,StudyRoom,JHE,59,MobileApp,True
42,2025-10-26,11:50:00,S00303,Library,PGCLL,100,MobileApp,True
43,2025-10-26,11:20:00,S01100,Gym,ITB,85,MobileApp,True
44,2025-10-26,18:28:00,S03225,StudyRoom,Mills Library,66,FrontDesk,True
45,2025-10-26,18:11:00,S03572,Cafeteria,Mills Library,59,MobileApp,True
46,2025-10-26,15:46:00,S03380,StudyRoom,PGCLL,112,MobileApp,False
47,2025-10-26,20:58:00,S02658,Library,PGCLL,56,FrontDesk,True
48,2025-10-26,20:10:00,S04546,Library,JHE,96,MobileApp,True
49,2025-10-26,12:16:00,S04157,StudyRoom,JHE,18,CardSwipe,True
50,2025-10-26,20:03:00,S02815,Library,Mills Library,85,FrontDesk,True
51,2025-10-26,18:59:00,S00142,Cafeteria,DBAC,47,FrontDesk,True
52,2025-10-26,09:37:00,S02295,Library,ITB,94,CardSwipe,False
53,2025-10-26,21:57:00,S02344,Library,Thode Library,74,MobileApp,True
54,2025-10-26,20:49:00,S04955,Library,Thode Library,99,CardSwipe,True
55,2025-10-26,12:18:00,S04050,Gym,DBAC,90,MobileApp,True
56,2025-10-26,13:51:00,S00017,Library,Thode Library,125,CardSwipe,True
57,2025-10-26,18:28:00,S00212,Gym,DBAC,116,FrontDesk,True
58,2025-10-26,13:36:00,S01389,Library,PGCLL,126,FrontDesk,True
59,2025-10-26,20:10:00,S00867,ComputerLab,DBAC,124,MobileApp,True
60,2025-10-26,13:39:00,S01289,Gym,Mills Library,56,CardSwipe,True
61,2025-10-26,11:08:00,S02461,StudyRoom,JHE,107,MobileApp,True
62,2025-10-26,13:09:00,S04926,Gym,DBAC,110,FrontDesk,True
63,2025-10-26,12:32:00,S03096,Library,JHE,132,FrontDesk,True
64,2025-10-26,13:59:00,S04008,Gym,DBAC,103,MobileApp,True
65,2025-10-26,12:38:00,S03391,Cafeteria,ITB,65,FrontDesk,True
66,2025-10-26,11:08:00,S00507,Library,Mills Library,86,CardSwipe,True
67,2025-10-26,16:34:00,S01846,Library,Thode Library,109,MobileApp,False
68,2025-10-26,20:26:00,S04169,Cafeteria,JHE,52,CardSwipe,True
69,2025-10-26,19:54:00,S00204,StudyRoom,DBAC,113,CardSwipe,True
70,2025-10-26,14:17:00,S00110,StudyRoom,Mills Library,111,MobileApp,False
71,2025-10-26,21:10:00,S02038,Cafeteria,JHE,81,MobileApp,True
72,2025-10-26,21:09:00,S03257,ComputerLab,PGCLL,103,MobileApp,True
73,2025-10-26,18:39:00,S01197,Gym,JHE,108,FrontDesk,True
74,2025-10-26,13:44:00,S02797,StudyRoom,DBAC,26,CardSwipe,True
75,2025-10-26,11:07:00,S01431,StudyRoom,Thode Library,149,CardSwipe,True
76,2025-10-26,12:13:00,S02304,Library,Mills Library,84,CardSwipe,True
77,2025-10-26,12:51:00,S00814,StudyRoom,Thode Library,103,CardSwipe,True
78,2025-10-26,11:43:00,S03486,ComputerLab,ITB,97,CardSwipe,True
79,2025-10-26,19:35:00,S04883,StudyRoom,JHE,121,FrontDesk,True
80,2025-10-26,21:30:00,S01884,ComputerLab,JHE,113,CardSwipe,True
81,2025-10-26,19:00:00,S00054,ComputerLab,PGCLL,88,MobileApp,True
82,2025-10-26,11:49:00,S02706,ComputerLab,ITB,120,CardSwipe,True
83,2025-10-26,14:47:00,S03049,Cafeteria,ITB,69,FrontDesk,False
84,2025-10-26,13:28:00,S02100,Library,JHE,89,CardSwipe,True
85,2025-10-26,12:22:00,S01184,Library,JHE,128,FrontDesk,True
86,2025-10-26,20:49:00,S00430,Gym,JHE,82,FrontDesk,True
87,2025-10-26,16:57:00,S00202,Library,PGCLL,93,MobileApp,False
88,2025-10-26,17:14:00,S00673,Cafeteria,JHE,138,MobileApp,False
89,2025-10-26,20:18:00,S02602,StudyRoom,Thode Library,106,CardSwipe,True
90,2025-10-26,13:44:00,S02307,StudyRoom,PGCLL,61,CardSwipe,True
91,2025-10-26,14:26:00,S00378,Gym,Mills Library,59,CardSwipe,False
92,2025-10-26,19:54:00,S04271,ComputerLab,DBAC,113,MobileApp,True
93,2025-10-26,13:09:00,S00221,Library,JHE,99,MobileApp,True
94,2025-10-26,22:04:00,S02359,Cafeteria,DBAC,106,FrontDesk,False
95,2025-10-26,14:51:00,S00663,StudyRoom,JHE,125,FrontDesk,False
96,2025-10-26,14:24:00,S03673,StudyRoom,JHE,71,FrontDesk,False
97,2025-10-26,11:34:00,S01268,ComputerLab,ITB,16,FrontDesk,True
98,2025-10-26,18:11:00,S01239,Gym,PGCLL,94,MobileApp,True
99,2025-10-26,14:54:00,S01590,Library,ITB,108,CardSwipe,False
100,2025-10-26,13:27:00,S02152,Library,Thode Library,82,FrontDesk,True
101,2025-10-26,11:53:00,S00459,Gym,Thode Library,56,MobileApp,True
102,2025-10-26,19:15:00,S00101,Gym,DBAC,38,MobileApp,True
103,2025-10-26,12:27:00,S03823,Library,JHE,112,CardSwipe,True
104,2025-10-26,20:29:00,S01169,StudyRoom,Mills Library,97,FrontDesk,True
105,2025-10-26,17:48:00,S04247,Library,Mills Library,96,CardSwipe,False
106,2025-10-26,20:05:00,S01504,Library,PGCLL,104,MobileApp,True
107,2025-10-26,09:14:00,S04470,Gym,PGCLL,21,CardSwipe,False
108,2025-10-26,12:50:00,S00080,Gym,JHE,87,CardSwipe,True
109,2025-10-26,18:58:00,S01041,Library,Mills Library,94,CardSwipe,True
110,2025-10-26,18:10:00,S02639,Library,Mills Library,119,MobileApp,True
111,2025-10-26,22:36:00,S04380,Cafeteria,PGCLL,91,FrontDesk,False
112,2025-10-26,17:15:00,S04351,StudyRoom,PGCLL,132,FrontDesk,False
