usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-11-09,10:07:00,S00717,Library,JHE,78,CardSwipe,False
2,2025-11-09,13:51:00,S01678,Gym,JHE,135,FrontDesk,True
3,2025-11-09,20:11:00,S03386,Gym,JHE,118,FrontDesk,True
4,2025-11-09,11:46:00,S02718,StudyRoom,Thode Library,104,MobileApp,True
5,2025-11-09,17:41:00,S02454,Library,Mills Library,71,FrontDesk,False
6,2025-11-09,11:00:00,S01000,Gym,DBAC,160,MobileApp,True
7,2025-11-09,16:07:00,S00019,Library,Thode Library,89,MobileApp,False
8,2025-11-09,12:11:00,S03701,Library,Mills Library,104,CardSwipe,True
9,2025-11-09,13:24:00,S03078,Gym,DBAC,92,FrontDesk,True
10,2025-11-09,16:45:00,S01550,Gym,DBAC,106,FrontDesk,False
11,2025-11-09,18:49:00,S03292,Library,Mills Library,127,MobileApp,True
12,2025-11-09,21:24:00,S01723,Library,JHE,106,CardSwipe,True
13,2025-11-09,11:19:00,S04315,Library,Mills Library,54,MobileApp,True
14,2025-11-09,11:04:00,S02766,Cafeteria,JHE,88,MobileApp,True
15,2025-11-09,11:25:00,S02316,Library,Thode Library,40,FrontDesk,True
16,2025-11-09,11:07:00,S04142,Gym,PGCLL,73,CardSwipe,True
17,2025-11-09,22:19:00,S01475,Library,JHE,63,MobileApp,False
18,2025-11-09,21:11:00,S02031,Library,Mills Library,70,FrontDesk,True
19,2025-11-09,15:35:00,S00673,ComputerLab,ITB,60,MobileApp,False
20,2025-11-09,13:08:00,S03404,Gym,DBAC,95,FrontDesk,True
21,2025-11-09,16:33:00,S03807,Cafeteria,PGCLL,90,FrontDesk,False
22,2025-11-09,12:44:00,S04421,Library,Mills Library,76,FrontDesk,True
23,2025-11-09,18:58:00,S02299,ComputerLab,PGCLL,95,FrontDesk,True
24,2025-11-09,19:34:00,S03055,StudyRoom,Mills Library,134,CardSwipe,True
25,2025-11-09,20:31:00,S01176,Library,Mills Library,147,FrontDesk,True
26,2025-11-09,15:33:00,S04576,Library,Thode Library,110,FrontDesk,False
27,2025-11-09,10:15:00,S04578,Cafeteria,PGCLL,76,CardSwipe,False
28,2025-11-09,21:34:00,S02614,Gym,DBAC,89,CardSwipe,True
29,2025-11-09,21:48:00,S04357,StudyRoom,JHE,125,MobileApp,True
30,2025-11-09,17:34:00,S02109,Library,Thode Library,85,FrontDesk,False
31,2025-11-09,19:00:00,S00393,StudyRoom,PGCLL,70,CardSwipe,True
32,2025-11-09,12:43:00,S02045,Gym,PGCLL,118,FrontDesk,True
33,2025-11-09,15:41:00,S00371,Gym,DBAC,123,FrontDesk,False
34,2025-11-09,18:21:00,S01771,StudyRoom,JHE,72,MobileApp,True
35,2025-11-09,14:54:00,S00150,StudyRoom,Mills Library,97,FrontDesk,False
36,2025-11-09,20:30:00,S01761,Library,Mills Library,111,FrontDesk,True
37,2025-11-09,14:21:00,S01928,StudyRoom,ITB,89,FrontDesk,False
38,2025-11-09,13:15:00,S02600,Library,Thode Library,62,CardSwipe,True
39,2025-11-09,18:44:00,S00209,Gym,PGCLL,96,CardSwipe,True
40,2025-11-09,21:40:00,S01303,ComputerLab,ITB,119,CardSwipe,True
41,2025-11-09,11:42:00,S04459,ComputerLab,DBAC,55,FrontDesk,True
42,2025-11-09,21:40:00,S03726,Gym,DBAC,69,MobileApp,True
43,2025-11-09,19:53:00,S04022,StudyRoom,DBAC,110,MobileApp,True
