usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-13,19:25:00,S03855,Gym,PGCLL,28,FrontDesk,True
2,2025-10-13,21:33:00,S04709,Gym,PGCLL,73,CardSwipe,True
3,2025-10-13,19:56:00,S00647,Gym,ITB,57,CardSwipe,True
4,2025-10-13,14:45:00,S03734,Library,DBAC,120,FrontDesk,False
5,2025-10-13,11:26:00,S01647,Library,JHE,71,FrontDesk,True
6,2025-10-13,18:50:00,S03936,StudyRoom,Mills Library,81,MobileApp,True
7,2025-10-13,20:02:00,S04350,StudyRoom,Thode Library,113,MobileApp,True
8,2025-10-13,12:16:00,S01731,Gym,DBAC,128,FrontDesk,True
9,2025-10-13,13:28:00,S01275,Library,Thode Library,92,FrontDesk,True
10,2025-10-13,18:24:00,S02037,Gym,JHE,85,MobileApp,True
11,2025-10-13,13:04:00,S01932,Cafeteria,JHE,41,MobileApp,True
12,2025-10-13,18:42:00,S03069,ComputerLab,JHE,99,FrontDesk,True
13,2025-10-13,08:22:00,S04461,Gym,DBAC,52,FrontDesk,False
14,2025-10-13,11:38:00,S01560,Cafeteria,PGCLL,59,CardSwipe,True
15,2025-10-13,14:16:00,S00689,Library,Thode Library,71,CardSwipe,False
16,2025-10-13,12:39:00,S01005,Gym,ITB,106,CardSwipe,True
17,2025-10-13,12:11:00,S03215,Cafeteria,ITB,52,FrontDesk,True
18,2025-10-13,14:26:00,S03699,Library,PGCLL,49,FrontDesk,False
19,2025-10-13,18:11:00,S02762,Gym,Mills Library,75,CardSwipe,True
20,2025-10-13,08:18:00,S00314,StudyRoom,JHE,82,MobileApp,False
21,2025-10-13,11:27:00,S02062,Gym,PGCLL,99,MobileApp,True
22,2025-10-13,15:45:00,S00249,StudyRoom,JHE,56,CardSwipe,False
23,2025-10-13,17:10:00,S03319,StudyRoom,JHE,116,MobileApp,False
24,2025-10-13,20:15:00,S04971,Gym,DBAC,121,CardSwipe,True
25,2025-10-13,19:48:00,S03740,Gym,DBAC,73,MobileApp,True
26,2025-10-13,12:55:00,S00107,Library,PGCLL,21,MobileApp,True
27,2025-10-13,12:13:00,S01998,Library,Mills Library,113,FrontDesk,True
28,2025-10-13,19:19:00,S00645,StudyRoom,ITB,103,MobileApp,True
29,2025-10-13,18:02:00,S04922,Cafeteria,JHE,44,CardSwipe,True
30,2025-10-13,12:01:00,S03647,ComputerLab,Thode Library,70,MobileApp,True
31,2025-10-13,22:18:00,S00670,Gym,DBAC,87,FrontDesk,False
32,2025-10-13,12:11:00,S01806,Cafeteria,DBAC,62,CardSwipe,True
33,2025-10-13,12:42:00,S03437,ComputerLab,JHE,69,FrontDesk,True
34,2025-10-13,14:57:00,S02247,Cafeteria,DBAC,118,CardSwipe,False
35,2025-10-13,14:34:00,S01059,Library,JHE,167,CardSwipe,False
36,2025-10-13,13:45:00,S01342,Gym,Mills Library,52,FrontDesk,True
37,2025-10-13,18:54:00,S04550,Cafeteria,ITB,108,CardSwipe,True
38,2025-10-13,21:10:00,S04473,Cafeteria,PGCLL,47,MobileApp,True
39,2025-10-13,18:41:00,S01919,ComputerLab,JHE,103,CardSwipe,True
40,2025-10-13,11:39:00,S01636,Library,PGCLL,127,FrontDesk,True
41,2025-10-13,22:02:00,S00023,StudyRoom,PGCLL,91,CardSwipe,False
42,2025-10-13,21:43:00,S03458,StudyRoom,JHE,97,CardSwipe,True
43,2025-10-13,13:38:00,S02233,ComputerLab,ITB,113,FrontDesk,True
44,2025-10-13,20:47:00,S04587,StudyRoom,ITB,58,MobileApp,True
45,2025-10-13,12:37:00,S03486,StudyRoom,JHE,110,FrontDesk,True
46,2025-10-13,18:33:00,S04842,Library,Mills Library,113,FrontDesk,True
47,2025-10-13,16:47:00,S03846,Library,PGCLL,55,CardSwipe,False
48,2025-10-13,18:20:00,S00009,StudyRoom,Thode Library,90,FrontDesk,True
49,2025-10-13,10:01:00,S03356,StudyRoom,ITB,83,CardSwipe,False
50,2025-10-13,11:37:00,S01342,Gym,DBAC,126,FrontDesk,True
51,2025-10-13,21:02:00,S02350,StudyRoom,ITB,101,FrontDesk,True
52,2025-10-13,19:09:00,S04793,StudyRoom,PGCLL,102,MobileApp,True
53,2025-10-13,12:35:00,S01808,Library,Thode Library,148,CardSwipe,True
54,2025-10-13,20:42:00,S04376,Gym,DBAC,71,CardSwipe,True
55,2025-10-13,19:40:00,S04692,StudyRoom,ITB,84,CardSwipe,True
56,2025-10-13,14:14:00,S01190,Library,Mills Library,89,CardSwipe,False
57,2025-10-13,14:09:00,S04401,ComputerLab,Mills Library,85,CardSwipe,False
58,2025-10-13,19:04:00,S01392,Library,JHE,124,CardSwipe,True
59,2025-10-13,13:29:00,S01868,Gym,ITB,70,CardSwipe,True
60,2025-10-13,17:53:00,S03749,StudyRoom,ITB,54,CardSwipe,False
61,2025-10-13,21:44:00,S01448,Library,ITB,86,MobileApp,True
62,2025-10-13,11:43:00,S00912,Gym,JHE,16,CardSwipe,True
63,2025-10-13,14:49:00,S02139,Library,JHE,109,CardSwipe,False
64,2025-10-13,13:27:00,S04309,Library,Thode Library,67,MobileApp,True
65,2025-10-13,21:44:00,S00142,ComputerLab,Mills Library,93,FrontDesk,True
