usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-31,22:30:00,S01796,Cafeteria,PGCLL,107,FrontDesk,False
2,2025-10-31,19:15:00,S00975,StudyRoom,PGCLL,56,FrontDesk,True
3,2025-10-31,11:20:00,S04080,StudyRoom,Mills Library,109,CardSwipe,True
4,2025-10-31,16:53:00,S00070,StudyRoom,DBAC,122,FrontDesk,False
5,2025-10-31,12:22:00,S02325,StudyRoom,ITB,81,MobileApp,True
6,2025-10-31,17:34:00,S04957,ComputerLab,ITB,110,FrontDesk,False
7,2025-10-31,20:15:00,S01225,Cafeteria,JHE,120,MobileApp,True
8,2025-10-31,11:46:00,S02047,Gym,DBAC,119,CardSwipe,True
9,2025-10-31,21:16:00,S04836,Gym,PGCLL,127,FrontDesk,True
10,2025-10-31,15:08:00,S03810,StudyRoom,JHE,17,FrontDesk,False
11,2025-10-31,12:35:00,S03406,ComputerLab,ITB,123,MobileApp,True
12,2025-10-31,14:19:00,S00767,Library,JHE,39,MobileApp,False
13,2025-10-31,11:58:00,S01180,StudyRoom,JHE,110,FrontDesk,True
14,2025-10-31,18:21:00,S00356,ComputerLab,PGCLL,113,FrontDesk,True
15,2025-10-31,12:46:00,S04833,Gym,DBAC,67,FrontDesk,True
16,2025-10-31,19:26:00,S03812,Library,Thode Library,79,CardSwipe,True
17,2025-10-31,10:06:00,S02226,ComputerLab,JHE,79,MobileApp,False
18,2025-10-31,20:58:00,S00788,Library,Thode Library,100,CardSwipe,True
19,2025-10-31,16:13:00,S01817,StudyRoom,Mills Library,53,FrontDesk,False
20,2025-10-31,21:21:00,S02713,StudyRoom,Thode Library,109,MobileApp,True
21,2025-10-31,22:48:00,S02859,StudyRoom,ITB,63,MobileApp,False
22,2025-10-31,08:23:00,S03596,Gym,JHE,148,MobileApp,False
23,2025-10-31,20:11:00,S02254,ComputerLab,DBAC,129,FrontDesk,True
24,2025-10-31,16:52:00,S03162,Library,Mills Library,87,CardSwipe,False
25,2025-10-31,20:42:00,S00292,Library,JHE,33,MobileApp,True
26,2025-10-31,21:35:00,S01214,StudyRoom,PGCLL,99,FrontDesk,True
27,2025-10-31,20:03:00,S02466,Gym,DBAC,120,CardSwipe,True
28,2025-10-31,13:46:00,S03058,StudyRoom,PGCLL,72,FrontDesk,True
29,2025-10-31,14:05:00,S01750,ComputerLab,PGCLL,84,MobileApp,False
30,2025-10-31,19:05:00,S02172,StudyRoom,Thode Library,68,FrontDesk,True
31,2025-10-31,11:43:00,S01317,StudyRoom,Thode Library,97,FrontDesk,True
32,2025-10-31,11:51:00,S04528,Gym,Mills Library,81,MobileApp,True
33,2025-10-31,19:29:00,S03361,ComputerLab,DBAC,15,FrontDesk,True
34,2025-10-31,22:29:00,S02423,StudyRoom,Thode Library,114,FrontDesk,False
35,2025-10-31,15:27:00,S04847,StudyRoom,PGCLL,61,CardSwipe,False
36,2025-10-31,08:56:00,S01609,Cafeteria,ITB,108,MobileApp,False
37,2025-10-31,16:10:00,S01947,Gym,DBAC,36,CardSwipe,False
38,2025-10-31,11:24:00,S04972,Cafeteria,PGCLL,68,FrontDesk,True
39,2025-10-31,21:27:00,S01319,Gym,Mills Library,115,MobileApp,True
40,2025-10-31,08:21:00,S04582,Library,Thode Library,134,FrontDesk,False
41,2025-10-31,14:45:00,S00139,Gym,Mills Library,144,FrontDesk,False
42,2025-10-31,18:18:00,S03411,Gym,JHE,71,MobileApp,True
43,2025-10-31,18:26:00,S02327,ComputerLab,ITB,50,MobileApp,True
44,2025-10-31,19:36:00,S02114,StudyRoom,Mills Library,83,FrontDesk,True
45,2025-10-31,19:16:00,S04703,ComputerLab,PGCLL,80,FrontDesk,True
46,2025-10-31,09:51:00,S04932,Library,PGCLL,95,MobileApp,False
47,2025-10-31,20:51:00,S01545,Library,PGCLL,107,CardSwipe,True
48,2025-10-31,16:53:00,S00818,Library,Thode Library,117,CardSwipe,False
49,2025-10-31,09:54:00,S03748,Gym,PGCLL,104,FrontDesk,False
50,2025-10-31,12:03:00,S01271,Library,ITB,53,MobileApp,True
51,2025-10-31,14:07:00,S04821,Library,PGCLL,60,CardSwipe,False
52,2025-10-31,19:51:00,S04798,StudyRoom,Thode Library,109,FrontDesk,True
53,2025-10-31,18:05:00,S00358,StudyRoom,Thode Library,74,FrontDesk,True
54,2025-10-31,11:22:00,S03125,Gym,ITB,32,FrontDesk,True
55,2025-10-31,20:42:00,S01171,StudyRoom,Thode Library,176,FrontDesk,True
56,2025-10-31,11:12:00,S04649,Library,Mills Library,62,MobileApp,True
57,2025-10-31,09:07:00,S04138,Cafeteria,Thode Library,60,FrontDesk,False
58,2025-10-31,21:00:00,S04643,Library,JHE,55,FrontDesk,True
59,2025-10-31,22:02:00,S02097,Gym,DBAC,95,FrontDesk,False
60,2025-10-31,19:08:00,S04069,Library,PGCLL,74,FrontDesk,True
61,2025-10-31,20:03:00,S02473,Cafeteria,JHE,104,CardSwipe,True
62,2025-10-31,21:12:00,S02446,Cafeteria,ITB,101,CardSwipe,True
63,2025-10-31,14:59:00,S03808,Gym,DBAC,67,MobileApp,False
64,2025-10-31,22:36:00,S04705,Gym,DBAC,138,FrontDesk,False
65,2025-10-31,20:00:00,S00864,Cafeteria,Mills Library,57,FrontDesk,True
66,2025-10-31,19:20:00,S03893,Cafeteria,Thode Library,86,MobileApp,True
67,2025-10-31,12:41:00,S04659,Cafeteria,Thode Library,47,FrontDesk,True
68,2025-10-31,22:29:00,S02908,Library,DBAC,115,CardSwipe,False
69,2025-10-31,12:37:00,S01124,Library,Mills Library,61,CardSwipe,True
70,2025-10-31,11:41:00,S02105,Library,Thode Library,113,MobileApp,True
71,2025-10-31,20:41:00,S01585,StudyRoom,ITB,84,FrontDesk,True
72,2025-10-31,13:26:00,S01640,StudyRoom,Thode Library,72,CardSwipe,True
73,2025-10-31,12:32:00,S02317,Library,ITB,79,MobileApp,True
74,2025-10-31,14:16:00,S03662,Library,Thode Library,125,FrontDesk,False
75,2025-10-31,21:12:00,S02576,StudyRoom,PGCLL,168,MobileApp,True
76,2025-10-31,14:55:00,S02107,Library,Mills Library,81,FrontDesk,False
77,2025-10-31,14:36:00,S02691,Gym,DBAC,83,FrontDesk,False
78,2025-10-31,11:26:00,S00291,StudyRoom,Thode Library,101,MobileApp,True
79,2025-10-31,19:35:00,S01779,Gym,PGCLL,92,CardSwipe,True
80,2025-10-31,20:08:00,S02800,Library,Mills Library,136,MobileApp,True
81,2025-10-31,10:41:00,S01598,Cafeteria,DBAC,51,CardSwipe,False
82,2025-10-31,12:55:00,S01659,ComputerLab,PGCLL,98,MobileApp,True
83,2025-10-31,11:26:00,S01628,Library,ITB,101,CardSwipe,True
84,2025-10-31,21:09:00,S02372,Library,Thode Library,139,CardSwipe,True
85,2025-10-31,17:16:00,S04560,Cafeteria,ITB,91,MobileApp,False
86,2025-10-31,12:59:00,S01975,StudyRoom,ITB,92,FrontDesk,True
87,2025-10-31,13:42:00,S01123,ComputerLab,Mills Library,124,FrontDesk,True
88,2025-10-31,14:58:00,S03518,Gym,JHE,111,MobileApp,False
89,2025-10-31,19:43:00,S04355,Cafeteria,Mills Library,53,CardSwipe,True
90,2025-10-31,09:43:00,S04390,Library,Thode Library,61,CardSwipe,False
91,2025-10-31,19:04:00,S00291,Gym,Mills Library,84,FrontDesk,True
92,2025-10-31,13:34:00,S01700,StudyRoom,PGCLL,85,MobileApp,True
93,2025-10-31,18:59:00,S01524,ComputerLab,Mills Library,88,MobileApp,True
94,2025-10-31,16:58:00,S01147,StudyRoom,JHE,106,MobileApp,False
95,2025-10-31,11:48:00,S04183,Library,PGCLL,153,CardSwipe,True
96,2025-10-31,14:15:00,S01448,Library,Thode Library,85,FrontDesk,False
97,2025-10-31,18:31:00,S01049,Gym,DBAC,145,MobileApp,True
98,2025-10-31,14:51:00,S01228,Library,Mills Library,45,CardSwipe,False
99,2025-10-31,21:55:00,S04399,ComputerLab,PGCLL,108,MobileApp,True
100,2025-10-31,14:11:00,S04564,Library,Mills Library,43,FrontDesk,False
101,2025-10-31,17:18:00,S02042,ComputerLab,PGCLL,53,MobileApp,False
102,2025-10-31,18:51:00,S01534,ComputerLab,JHE,117,FrontDesk,True
103,2025-10-31,12:40:00,S04444,Library,PGCLL,67,MobileApp,True
104,2025-10-31,13:07:00,S04324,Library,Mills Library,71,FrontDesk,True
105,2025-10-31,22:38:00,S00736,Gym,ITB,69,CardSwipe,False
106,2025-10-31,14:17:00,S02355,Library,Thode Library,105,MobileApp,False
107,2025-10-31,18:57:00,S01062,Gym,ITB,16,CardSwipe,True
108,2025-10-31,20:37:00,S00036,StudyRoom,JHE,87,CardSwipe,True
109,2025-10-31,20:34:00,S02125,ComputerLab,Thode Library,94,MobileApp,True
110,2025-10-31,20:56:00,S00129,Gym,Mills Library,115,MobileApp,True
111,2025-10-31,19:36:00,S03690,Gym,JHE,140,CardSwipe,True
112,2025-10-31,20:24:00,S00674,Library,Mills Library,52,MobileApp,True
113,2025-10-31,13:03:00,S04455,Library,Mills Library,79,MobileApp,True
114,2025-10-31,20:34:00,S03399,Gym,ITB,97,CardSwipe,True
115,2025-10-31,11:45:00,S00932,Cafeteria,ITB,82,MobileApp,True
116,2025-10-31,09:48:00,S02205,Library,Mills Library,127,MobileApp,False
117,2025-10-31,15:26:00,S00878,StudyRoom,Thode Library,61,CardSwipe,False
118,2025-10-31,13:56:00,S04649,StudyRoom,Mills Library,121,CardSwipe,True
119,2025-10-31,13:18:00,S04366,Library,Mills Library,79,FrontDesk,True
120,2025-10-31,19:21:00,S01973,ComputerLab,PGCLL,48,CardSwipe,True
121,2025-10-31,16:57:00,S03523,Library,PGCLL,134,CardSwipe,False
122,2025-10-31,14:19:00,S02861,Library,Thode Library,82,MobileApp,False
123,2025-10-31,08:58:00,S02003,Library,DBAC,94,MobileApp,False
124,2025-10-31,18:12:00,S01539,StudyRoom,ITB,52,CardSwipe,True
125,2025-10-31,14:45:00,S02400,Library,Thode Library,79,CardSwipe,False
126,2025-10-31,12:28:00,S03194,Gym,DBAC,71,MobileApp,True
127,2025-10-31,18:08:00,S04817,StudyRoom,Mills Library,78,FrontDesk,True
128,2025-10-31,18:20:00,S00496,StudyRoom,PGCLL,79,FrontDesk,True
129,2025-10-31,13:24:00,S00620,Library,Mills Library,62,FrontDesk,True
130,2025-10-31,17:45:00,S00509,Cafeteria,ITB,67,CardSwipe,False
131,2025-10-31,21:50:00,S01265,StudyRoom,DBAC,87,FrontDesk,True
132,2025-10-31,17:03:00,S04710,StudyRoom,PGCLL,105,CardSwipe,False
133,2025-10-31,13:08:00,S00335,Gym,DBAC,116,MobileApp,True
134,2025-10-31,19:33:00,S01574,Library,JHE,88,CardSwipe,True
135,2025-10-31,21:52:00,S03477,Library,Mills Library,72,CardSwipe,True
136,2025-10-31,13:25:00,S01619,Cafeteria,JHE,133,CardSwipe,True
137,2025-10-31,20:36:00,S02371,StudyRoom,PGCLL,129,CardSwipe,True
138,2025-10-31,12:32:00,S01523,Cafeteria,ITB,70,CardSwipe,True
139,2025-10-31,11:47:00,S03288,Gym,DBAC,70,FrontDesk,True
140,2025-10-31,21:21:00,S02590,ComputerLab,Thode Library,93,CardSwipe,True
141,2025-10-31,09:05:00,S02137,Gym,DBAC,82,MobileApp,False
142,2025-10-31,18:59:00,S04317,ComputerLab,DBAC,58,MobileApp,True
143,2025-10-31,18:24:00,S03111,Library,JHE,102,CardSwipe,True
144,2025-10-31,17:09:00,S00935,Gym,DBAC,56,FrontDesk,False
145,2025-10-31,10:22:00,S01882,Library,Mills Library,149,CardSwipe,False
146,2025-10-31,14:35:00,S02185,StudyRoom,Mills Library,68,MobileApp,False
147,2025-10-31,08:10:00,S00337,ComputerLab,PGCLL,112,FrontDesk,False
148,2025-10-31,11:51:00,S00627,Library,ITB,104,MobileApp,True
149,2025-10-31,19:21:00,S02049,Library,Thode Library,90,FrontDesk,True
150,2025-10-31,12:53:00,S04229,StudyRoom,JHE,118,CardSwipe,True
151,2025-10-31,19:56:00,S04401,Gym,DBAC,78,FrontDesk,True
152,2025-10-31,16:59:00,S04545,Library,JHE,116,CardSwipe,False
153,2025-10-31,12:44:00,S01490,Gym,PGCLL,31,CardSwipe,True
154,2025-10-31,18:35:00,S01884,Cafeteria,JHE,78,CardSwipe,True
155,2025-10-31,20:04:00,S02766,Cafeteria,ITB,102,MobileApp,True
156,2025-10-31,14:48:00,S00800,Cafeteria,JHE,50,MobileApp,False
157,2025-10-31,20:43:00,S02498,StudyRoom,ITB,120,FrontDesk,True
158,2025-10-31,14:39:00,S04661,Library,Thode Library,108,FrontDesk,False
159,2025-10-31,21:29:00,S01713,Cafeteria,JHE,117,FrontDesk,True
160,2025-10-31,13:51:00,S03186,Library,Mills Library,100,CardSwipe,True
161,2025-10-31,10:08:00,S02113,Library,Thode Library,88,CardSwipe,False
162,2025-10-31,14:36:00,S03001,ComputerLab,JHE,75,CardSwipe,False
163,2025-10-31,21:19:00,S01688,Gym,JHE,42,MobileApp,True
164,2025-10-31,12:42:00,S01583,Library,Mills Library,112,CardSwipe,True
165,2025-10-31,18:46:00,S03310,Library,JHE,43,MobileApp,True
166,2025-10-31,18:38:00,S01183,Gym,ITB,77,MobileApp,True
167,2025-10-31,22:23:00,S00772,Library,Mills Library,45,CardSwipe,False
168,2025-10-31,16:40:00,S00199,Library,ITB,128,FrontDesk,False
169,2025-10-31,11:48:00,S00639,Gym,PGCLL,96,FrontDesk,True
170,2025-10-31,13:13:00,S03094,StudyRoom,PGCLL,65,FrontDesk,True
171,2025-10-31,20:02:00,S01931,StudyRoom,PGCLL,30,CardSwipe,True
172,2025-10-31,13:59:00,S04175,Library,PGCLL,119,MobileApp,True
173,2025-10-31,11:40:00,S04129,Gym,ITB,59,FrontDesk,True
174,2025-10-31,19:19:00,S02193,Gym,DBAC,91,FrontDesk,True
175,2025-10-31,16:02:00,S01326,Gym,DBAC,105,MobileApp,False
176,2025-10-31,21:55:00,S01212,Library,Mills Library,90,MobileApp,True
177,2025-10-31,19:57:00,S00971,Gym,JHE,40,MobileApp,True
178,2025-10-31,19:20:00,S01988,Gym,DBAC,65,MobileApp,True
179,2025-10-31,11:54:00,S02645,Library,Mills Library,121,MobileApp,True
180,2025-10-31,11:17:00,S02665,Gym,ITB,103,MobileApp,True
181,2025-10-31,12:41:00,S00297,ComputerLab,JHE,93,CardSwipe,True
182,2025-10-31,16:45:00,S00018,Library,Mills Library,40,FrontDesk,False
183,2025-10-31,20:03:00,S01517,Library,ITB,84,CardSwipe,True
184,2025-10-31,17:34:00,S02420,Gym,JHE,34,FrontDesk,False
185,2025-10-31,19:56:00,S04196,StudyRoom,DBAC,73,CardSwipe,True
186,2025-10-31,13:12:00,S04447,Cafeteria,PGCLL,107,CardSwipe,True
187,2025-10-31,21:54:00,S02020,Library,Mills Library,70,MobileApp,True
188,2025-10-31,12:13:00,S03555,Gym,ITB,105,MobileApp,True
189,2025-10-31,09:44:00,S04465,StudyRoom,PGCLL,100,FrontDesk,False
190,2025-10-31,19:47:00,S01473,Library,Thode Library,92,MobileApp,True
191,2025-10-31,20:22:00,S00762,StudyRoom,PGCLL,97,MobileApp,True
192,2025-10-31,14:53:00,S02114,Cafeteria,JHE,87,FrontDesk,False
193,2025-10-31,13:47:00,S03561,StudyRoom,PGCLL,120,MobileApp,True
194,2025-10-31,14:03:00,S01841,StudyRoom,ITB,70,MobileApp,False
195,2025-10-31,08:39:00,S01826,Gym,PGCLL,110,CardSwipe,False
196,2025-10-31,18:49:00,S01504,Gym,DBAC,51,FrontDesk,True
197,2025-10-31,17:36:00,S01600,Library,JHE,110,MobileApp,False
198,2025-10-31,19:07:00,S00150,Gym,JHE,96,CardSwipe,True
199,2025-10-31,21:17:00,S02293,Gym,DBAC,105,FrontDesk,True
200,2025-10-31,13:37:00,S03520,Gym,PGCLL,89,CardSwipe,True
201,2025-10-31,09:08:00,S03419,ComputerLab,JHE,65,FrontDesk,False
202,2025-10-31,16:45:00,S01803,Cafeteria,Thode Library,89,CardSwipe,False
203,2025-10-31,12:59:00,S01990,Cafeteria,JHE,94,CardSwipe,True
204,2025-10-31,13:33:00,S00627,Library,Thode Library,152,CardSwipe,True
205,2025-10-31,18:22:00,S02820,Library,Thode Library,52,CardSwipe,True
206,2025-10-31,12:42:00,S01515,Library,Mills Library,60,CardSwipe,True
207,2025-10-31,09:45:00,S02802,Library,Mills Library,93,FrontDesk,False
208,2025-10-31,08:42:00,S02720,StudyRoom,Thode Library,88,FrontDesk,False
209,2025-10-31,13:40:00,S04123,Gym,DBAC,105,FrontDesk,True
210,2025-10-31,14:15:00,S03694,StudyRoom,Mills Library,68,FrontDesk,False
211,2025-10-31,11:57:00,S02555,Cafeteria,ITB,54,CardSwipe,True
212,2025-10-31,13:22:00,S03638,Library,PGCLL,122,MobileApp,True
213,2025-10-31,13:05:00,S03064,ComputerLab,ITB,40,MobileApp,True
214,2025-10-31,22:25:00,S01746,StudyRoom,PGCLL,80,FrontDesk,False
215,2025-10-31,12:22:00,S03113,Gym,ITB,112,MobileApp,True
216,2025-10-31,14:59:00,S01433,Gym,PGCLL,106,FrontDesk,False
217,2025-10-31,18:03:00,S01004,StudyRoom,JHE,29,MobileApp,True
218,2025-10-31,12:29:00,S04070,StudyRoom,Mills Library,85,FrontDesk,True
219,2025-10-31,20:51:00,S02855,StudyRoom,DBAC,70,FrontDesk,True
220,2025-10-31,18:21:00,S04308,Cafeteria,DBAC,90,FrontDesk,True
221,2025-10-31,20:59:00,S03493,Library,PGCLL,49,MobileApp,True
222,2025-10-31,12:07:00,S01840,Gym,DBAC,88,FrontDesk,True
223,2025-10-31,11:09:00,S03126,Library,Mills Library,82,MobileApp,True
224,2025-10-31,14:27:00,S03506,ComputerLab,JHE,74,CardSwipe,False
225,2025-10-31,11:35:00,S03931,ComputerLab,Mills Library,31,FrontDesk,True
226,2025-10-31,09:30:00,S01980,Gym,PGCLL,85,MobileApp,False
227,2025-10-31,14:13:00,S01380,Gym,JHE,77,MobileApp,False
228,2025-10-31,19:37:00,S00761,ComputerLab,JHE,79,FrontDesk,True
229,2025-10-31,12:12:00,S01937,Library,ITB,90,MobileApp,True
230,2025-10-31,09:12:00,S00995,StudyRoom,JHE,135,FrontDesk,False
231,2025-10-31,19:29:00,S04416,Gym,DBAC,101,MobileApp,True
232,2025-10-31,20:06:00,S02103,Gym,Mills Library,98,FrontDesk,True
233,2025-10-31,18:27:00,S00373,Library,Thode Library,143,CardSwipe,True
234,2025-10-31,17:25:00,S04572,Cafeteria,JHE,97,CardSwipe,False
235,2025-10-31,09:57:00,S00431,StudyRoom,Mills Library,47,FrontDesk,False
236,2025-10-31,10:32:00,S00192,StudyRoom,PGCLL,78,MobileApp,False
237,2025-10-31,09:43:00,S02728,Library,Thode Library,71,FrontDesk,False
238,2025-10-31,11:41:00,S00419,StudyRoom,PGCLL,100,FrontDesk,True
239,2025-10-31,17:34:00,S04427,Cafeteria,DBAC,134,FrontDesk,False
240,2025-10-31,12:42:00,S02866,Cafeteria,ITB,94,FrontDesk,True
241,2025-10-31,19:26:00,S04437,Cafeteria,DBAC,73,FrontDesk,True
242,2025-10-31,20:25:00,S03449,ComputerLab,ITB,113,MobileApp,True
243,2025-10-31,12:32:00,S01852,Gym,Mills Library,62,FrontDesk,True
244,2025-10-31,20:33:00,S02854,Gym,DBAC,162,MobileApp,True
245,2025-10-31,12:36:00,S00228,StudyRoom,DBAC,112,MobileApp,True
246,2025-10-31,09:01:00,S00931,StudyRoom,PGCLL,84,FrontDesk,False
247,2025-10-31,14:34:00,S02562,ComputerLab,DBAC,118,FrontDesk,False
248,2025-10-31,13:05:00,S01619,Cafeteria,Mills Library,51,MobileApp,True
249,2025-10-31,18:29:00,S00188,Library,PGCLL,105,MobileApp,True
250,2025-10-31,21:11:00,S03513,Cafeteria,PGCLL,118,FrontDesk,True
251,2025-10-31,09:31:00,S03303,Gym,DBAC,66,CardSwipe,False
252,2025-10-31,09:07:00,S01217,ComputerLab,ITB,85,MobileApp,False
253,2025-10-31,16:58:00,S04451,Cafeteria,JHE,72,CardSwipe,False
254,2025-10-31,13:25:00,S01349,StudyRoom,ITB,108,CardSwipe,True
255,2025-10-31,17:27:00,S02140,ComputerLab,JHE,57,FrontDesk,False
256,2025-10-31,19:04:00,S03504,Library,JHE,142,MobileApp,True
257,2025-10-31,08:39:00,S01334,StudyRoom,Thode Library,77,MobileApp,False
258,2025-10-31,18:19:00,S01142,Library,ITB,66,MobileApp,True
259,2025-10-31,13:23:00,S04700,StudyRoom,Thode Library,76,FrontDesk,True
260,2025-10-31,17:41:00,S04623,Library,ITB,109,CardSwipe,False
261,2025-10-31,18:29:00,S02548,Gym,DBAC,66,FrontDesk,True
262,2025-10-31,14:35:00,S00520,Cafeteria,JHE,109,FrontDesk,False
263,2025-10-31,21:22:00,S01213,Library,ITB,98,FrontDesk,True
264,2025-10-31,13:32:00,S02139,Cafeteria,ITB,92,MobileApp,True
265,2025-10-31,12:56:00,S01361,StudyRoom,PGCLL,99,MobileApp,True
266,2025-10-31,12:12:00,S01564,Gym,DBAC,82,FrontDesk,True
267,2025-10-31,20:35:00,S02058,Cafeteria,ITB,86,FrontDesk,True
268,2025-10-31,18:58:00,S04237,ComputerLab,Thode Library,133,FrontDesk,True
269,2025-10-31,12:06:00,S04994,ComputerLab,Mills Library,78,MobileApp,True
270,2025-10-31,22:42:00,S00392,Library,Thode Library,57,FrontDesk,False
271,2025-10-31,19:03:00,S00564,StudyRoom,JHE,83,FrontDesk,True
272,2025-10-31,10:37:00,S02481,Cafeteria,ITB,61,CardSwipe,False
273,2025-10-31,09:29:00,S02334,Library,Thode Library,101,CardSwipe,False
274,2025-10-31,09:35:00,S01110,Library,Thode Library,84,FrontDesk,False
275,2025-10-31,14:09:00,S04077,ComputerLab,JHE,105,CardSwipe,False
276,2025-10-31,21:33:00,S02307,Gym,DBAC,117,FrontDesk,True
277,2025-10-31,11:49:00,S00290,Gym,JHE,93,FrontDesk,True
278,2025-10-31,16:15:00,S03464,StudyRoom,Mills Library,62,FrontDesk,False
279,2025-10-31,11:44:00,S00451,Gym,JHE,156,CardSwipe,True
280,2025-10-31,19:08:00,S04055,Gym,Mills Library,75,FrontDesk,True
281,2025-10-31,13:37:00,S00283,StudyRoom,PGCLL,67,CardSwipe,True
282,2025-10-31,19:11:00,S04034,Library,Thode Library,68,MobileApp,True
283,2025-10-31,13:59:00,S02455,Gym,DBAC,100,CardSwipe,True
284,2025-10-31,20:57:00,S02067,StudyRoom,JHE,40,MobileApp,True
285,2025-10-31,17:03:00,S03081,ComputerLab,PGCLL,51,MobileApp,False
286,2025-10-31,15:46:00,S04900,ComputerLab,ITB,111,CardSwipe,False
287,2025-10-31,20:12:00,S04840,StudyRoom,PGCLL,137,CardSwipe,True
288,2025-10-31,11:14:00,S01440,Library,Mills Library,92,CardSwipe,True
289,2025-10-31,14:02:00,S01911,ComputerLab,ITB,47,FrontDesk,False
290,2025-10-31,19:28:00,S04842,ComputerLab,ITB,139,MobileApp,True
291,2025-10-31,19:10:00,S02276,Library,JHE,84,CardSwipe,True
292,2025-10-31,18:42:00,S01427,Cafeteria,DBAC,67,FrontDesk,True
293,2025-10-31,12:37:00,S04480,Library,JHE,76,MobileApp,True
294,2025-10-31,20:30:00,S02197,Cafeteria,JHE,88,FrontDesk,True
295,2025-10-31,13:42:00,S01265,Cafeteria,DBAC,103,MobileApp,True
296,2025-10-31,21:57:00,S02612,Library,Mills Library,93,FrontDesk,True
297,2025-10-31,19:30:00,S01137,Cafeteria,ITB,91,MobileApp,True
298,2025-10-31,12:28:00,S04750,Library,Thode Library,61,FrontDesk,True
299,2025-10-31,11:52:00,S04909,Cafeteria,JHE,70,CardSwipe,True
300,2025-10-31,10:00:00,S00448,ComputerLab,PGCLL,72,CardSwipe,False
301,2025-10-31,13:51:00,S00415,Gym,DBAC,110,FrontDesk,True
302,2025-10-31,20:18:00,S04577,StudyRoom,Thode Library,78,FrontDesk,True
303,2025-10-31,13:12:00,S01684,Gym,JHE,115,MobileApp,True
304,2025-10-31,21:51:00,S00789,StudyRoom,Thode Library,77,FrontDesk,True
305,2025-10-31,10:15:00,S01303,Cafeteria,PGCLL,57,MobileApp,False
