usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-11-12,20:18:00,S00095,Gym,DBAC,81,CardSwipe,True
2,2025-11-12,20:37:00,S02914,Library,Thode Library,105,MobileApp,True
3,2025-11-12,19:32:00,S00378,Cafeteria,PGCLL,105,CardSwipe,True
4,2025-11-12,22:02:00,S01598,Cafeteria,ITB,85,CardSwipe,False
5,2025-11-12,19:58:00,S00149,StudyRoom,PGCLL,124,MobileApp,True
6,2025-11-12,18:35:00,S04354,Gym,DBAC,53,FrontDesk,True
7,2025-11-12,15:06:00,S02282,StudyRoom,ITB,87,FrontDesk,False
8,2025-11-12,18:39:00,S02459,Library,Thode Library,133,MobileApp,True
9,2025-11-12,21:40:00,S04156,Gym,DBAC,115,MobileApp,True
10,2025-11-12,13:14:00,S03600,Cafeteria,DBAC,87,CardSwipe,True
11,2025-11-12,12:39:00,S03684,Cafeteria,DBAC,84,FrontDesk,True
12,2025-11-12,12:27:00,S01103,StudyRoom,PGCLL,40,FrontDesk,True
13,2025-11-12,13:46:00,S03165,ComputerLab,PGCLL,104,CardSwipe,True
14,2025-11-12,09:27:00,S03771,Cafeteria,PGCLL,124,MobileApp,False
15,2025-11-12,19:30:00,S04538,Cafeteria,ITB,41,CardSwipe,True
16,2025-11-12,21:19:00,S03337,StudyRoom,PGCLL,126,CardSwipe,True
17,2025-11-12,22:18:00,S03187,StudyRoom,JHE,82,FrontDesk,False
18,2025-11-12,14:28:00,S01766,Cafeteria,DBAC,132,MobileApp,False
19,2025-11-12,11:43:00,S04809,StudyRoom,DBAC,45,FrontDesk,True
20,2025-11-12,21:31:00,S03887,StudyRoom,Mills Library,69,MobileApp,True
21,2025-11-12,19:08:00,S02349,ComputerLab,JHE,112,CardSwipe,True
22,2025-11-12,19:11:00,S03603,ComputerLab,JHE,57,FrontDesk,True
23,2025-11-12,14:44:00,S01077,Cafeteria,DBAC,87,MobileApp,False
24,2025-11-12,14:00:00,S01294,Library,Thode Library,81,FrontDesk,False
25,2025-11-12,18:38:00,S02615,StudyRoom,ITB,107,FrontDesk,True
26,2025-11-12,21:07:00,S01333,StudyRoom,DBAC,140,CardSwipe,True
27,2025-11-12,17:21:00,S03784,Gym,ITB,83,FrontDesk,False
28,2025-11-12,10:43:00,S00198,Cafeteria,Mills Library,103,MobileApp,False
29,2025-11-12,21:21:00,S01340,Library,JHE,47,FrontDesk,True
30,2025-11-12,21:14:00,S04500,Gym,Mills Library,108,FrontDesk,True
31,2025-11-12,15:52:00,S00185,Gym,ITB,100,MobileApp,False
32,2025-11-12,12:12:00,S03906,Library,Mills Library,92,CardSwipe,True
33,2025-11-12,18:09:00,S04459,Gym,DBAC,101,MobileApp,True
34,2025-11-12,12:12:00,S00848,StudyRoom,PGCLL,119,CardSwipe,True
35,2025-11-12,21:38:00,S02773,Cafeteria,DBAC,98,CardSwipe,True
36,2025-11-12,22:29:00,S02848,Cafeteria,PGCLL,45,CardSwipe,False
37,2025-11-12,11:59:00,S01408,Library,Thode Library,123,CardSwipe,True
38,2025-11-12,21:20:00,S01941,Library,ITB,91,FrontDesk,True
