usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-14,21:44:00,S03232,StudyRoom,ITB,59,CardSwipe,True
2,2025-10-14,11:16:00,S02691,Gym,DBAC,92,FrontDesk,True
3,2025-10-14,18:39:00,S04940,StudyRoom,JHE,87,MobileApp,True
4,2025-10-14,11:07:00,S04867,Cafeteria,PGCLL,82,CardSwipe,True
5,2025-10-14,14:35:00,S02030,Gym,ITB,93,CardSwipe,False
6,2025-10-14,18:24:00,S03565,StudyRoom,Mills Library,60,CardSwipe,True
7,2025-10-14,19:49:00,S00017,Library,Thode Library,87,CardSwipe,True
8,2025-10-14,18:32:00,S00165,ComputerLab,JHE,149,CardSwipe,True
9,2025-10-14,08:33:00,S04123,Gym,PGCLL,117,CardSwipe,False
10,2025-10-14,15:32:00,S03170,Gym,DBAC,89,FrontDesk,False
11,2025-10-14,18:45:00,S03747,Gym,DBAC,91,CardSwipe,True
12,2025-10-14,11:57:00,S01104,Library,ITB,115,MobileApp,True
13,2025-10-14,11:37:00,S01347,Cafeteria,ITB,122,FrontDesk,True
14,2025-10-14,13:56:00,S00964,Gym,DBAC,140,FrontDesk,True
15,2025-10-14,13:41:00,S03298,Library,Thode Library,100,CardSwipe,True
16,2025-10-14,18:00:00,S01400,Library,JHE,55,CardSwipe,True
17,2025-10-14,19:17:00,S02868,ComputerLab,ITB,109,CardSwipe,True
18,2025-10-14,14:49:00,S00997,Library,Thode Library,43,MobileApp,False
19,2025-10-14,20:51:00,S02370,Library,Mills Library,107,CardSwipe,True
20,2025-10-14,11:30:00,S03413,Library,Thode Library,92,MobileApp,True
21,2025-10-14,09:57:00,S02628,StudyRoom,PGCLL,46,FrontDesk,False
22,2025-10-14,16:24:00,S04197,StudyRoom,JHE,100,FrontDesk,False
23,2025-10-14,11:32:00,S02572,ComputerLab,Mills Library,33,CardSwipe,True
24,2025-10-14,20:35:00,S00142,Gym,ITB,133,FrontDesk,True
25,2025-10-14,19:02:00,S01380,ComputerLab,ITB,116,MobileApp,True
26,2025-10-14,11:18:00,S02719,Library,Thode Library,52,FrontDesk,True
