usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-08,14:12:00,S02902,Cafeteria,PGCLL,98,FrontDesk,False
2,2025-10-08,19:57:00,S01343,Cafeteria,ITB,41,FrontDesk,True
3,2025-10-08,14:12:00,S02057,Gym,DBAC,56,MobileApp,False
4,2025-10-08,19:26:00,S04215,StudyRoom,PGCLL,115,MobileApp,True
5,2025-10-08,18:10:00,S01881,StudyRoom,Thode Library,69,FrontDesk,True
6,2025-10-08,12:39:00,S01396,ComputerLab,JHE,47,MobileApp,True
7,2025-10-08,18:18:00,S03782,Library,Mills Library,98,FrontDesk,True
8,2025-10-08,21:49:00,S01726,Library,Thode Library,58,MobileApp,True
9,2025-10-08,13:15:00,S03343,StudyRoom,Mills Library,54,MobileApp,True
10,2025-10-08,20:56:00,S03691,Library,PGCLL,75,FrontDesk,True
11,2025-10-08,17:24:00,S04256,ComputerLab,PGCLL,82,CardSwipe,False
12,2025-10-08,12:23:00,S01880,StudyRoom,Thode Library,95,FrontDesk,True
13,2025-10-08,18:10:00,S04182,Library,JHE,96,FrontDesk,True
14,2025-10-08,11:03:00,S01437,Gym,DBAC,121,FrontDesk,True
15,2025-10-08,15:43:00,S04099,Gym,DBAC,87,CardSwipe,False
16,2025-10-08,12:55:00,S01283,Library,Mills Library,83,CardSwipe,True
17,2025-10-08,18:37:00,S02673,Library,PGCLL,133,FrontDesk,True
18,2025-10-08,19:26:00,S01060,ComputerLab,Mills Library,94,FrontDesk,True
19,2025-10-08,11:57:00,S00267,Library,Mills Library,79,MobileApp,True
20,2025-10-08,10:35:00,S03335,StudyRoom,JHE,81,FrontDesk,False
21,2025-10-08,20:06:00,S04509,Gym,PGCLL,132,MobileApp,True
22,2025-10-08,15:38:00,S02340,Gym,DBAC,110,FrontDesk,False
23,2025-10-08,20:32:00,S03443,StudyRoom,PGCLL,154,FrontDesk,True
24,2025-10-08,12:03:00,S01917,Gym,DBAC,116,FrontDesk,True
25,2025-10-08,10:35:00,S02708,StudyRoom,PGCLL,83,CardSwipe,False
26,2025-10-08,11:32:00,S00841,Gym,JHE,71,FrontDesk,True
27,2025-10-08,18:00:00,S00204,StudyRoom,ITB,104,CardSwipe,True
28,2025-10-08,21:10:00,S02775,StudyRoom,Thode Library,128,MobileApp,True
29,2025-10-08,10:15:00,S01043,Library,PGCLL,73,MobileApp,False
30,2025-10-08,13:23:00,S01368,Library,ITB,124,MobileApp,True
31,2025-10-08,08:35:00,S03115,Library,Mills Library,107,MobileApp,False
32,2025-10-08,11:24:00,S04009,Library,PGCLL,106,FrontDesk,True
33,2025-10-08,12:58:00,S02568,ComputerLab,Mills Library,87,FrontDesk,True
34,2025-10-08,09:49:00,S03616,Cafeteria,ITB,74,FrontDesk,False
35,2025-10-08,13:13:00,S04119,Cafeteria,PGCLL,71,CardSwipe,True
