usage_id,usage_date,usage_time,student_id,resource_type,building_name,duration_minutes,checkin_method,is_peak_time
1,2025-10-18,17:41:00,S04707,Gym,PGCLL,143,CardSwipe,False
2,2025-10-18,22:07:00,S02353,Gym,PGCLL,88,MobileApp,False
3,2025-10-18,21:18:00,S03154,Gym,JHE,142,MobileApp,True
4,2025-10-18,19:56:00,S00925,Gym,DBAC,55,CardSwipe,True
5,2025-10-18,18:14:00,S03334,StudyRoom,DBAC,35,CardSwipe,True
6,2025-10-18,11:49:00,S02776,Cafeteria,PGCLL,49,MobileApp,True
7,2025-10-18,18:47:00,S00041,Gym,JHE,67,MobileApp,True
8,2025-10-18,18:55:00,S02783,Library,Mills Library,68,FrontDesk,True
9,2025-10-18,20:35:00,S04526,Library,DBAC,75,MobileApp,True
10,2025-10-18,09:17:00,S00733,Library,JHE,118,MobileApp,False
11,2025-10-18,18:14:00,S03641,Library,Thode Library,72,MobileApp,True
12,2025-10-18,22:17:00,S02636,Gym,ITB,108,CardSwipe,False
13,2025-10-18,20:01:00,S01128,Library,Mills Library,143,MobileApp,True
14,2025-10-18,18:04:00,S02349,Gym,DBAC,87,CardSwipe,True
15,2025-10-18,11:06:00,S03542,ComputerLab,PGCLL,106,CardSwipe,True
16,2025-10-18,20:03:00,S01222,Cafeteria,JHE,61,MobileApp,True
17,2025-10-18,13:21:00,S00556,StudyRoom,Mills Library,112,FrontDesk,True
18,2025-10-18,21:01:00,S03929,Library,JHE,90,MobileApp,True
19,2025-10-18,21:43:00,S00452,StudyRoom,Mills Library,94,CardSwipe,True
20,2025-10-18,19:42:00,S01109,Cafeteria,ITB,57,MobileApp,True
21,2025-10-18,22:43:00,S02265,Gym,DBAC,71,CardSwipe,False
22,2025-10-18,17:39:00,S04761,Cafeteria,PGCLL,135,MobileApp,False
23,2025-10-18,15:21:00,S00342,StudyRoom,Mills Library,87,CardSwipe,False
24,2025-10-18,13:23:00,S04487,ComputerLab,Mills Library,88,MobileApp,True
25,2025-10-18,10:00:00,S00300,Library,PGCLL,137,FrontDesk,False
26,2025-10-18,14:18:00,S01274,StudyRoom,Mills Library,104,FrontDesk,False
27,2025-10-18,13:35:00,S04287,StudyRoom,Thode Library,55,MobileApp,True
28,2025-10-18,21:17:00,S03897,StudyRoom,Thode Library,96,MobileApp,True
29,2025-10-18,09:33:00,S02345,Library,DBAC,115,CardSwipe,False
30,2025-10-18,21:35:00,S04184,Library,DBAC,33,CardSwipe,True
31,2025-10-18,14:15:00,S03490,Gym,DBAC,46,FrontDesk,False
32,2025-10-18,17:25:00,S04379,Gym,Thode Library,45,CardSwipe,False
33,2025-10-18,17:15:00,S01462,StudyRoom,JHE,128,MobileApp,False
34,2025-10-18,18:16:00,S01876,StudyRoom,PGCLL,154,CardSwipe,True
35,2025-10-18,20:45:00,S02968,Library,Mills Library,151,CardSwipe,True
36,2025-10-18,18:52:00,S02756,Library,Mills Library,157,CardSwipe,True
37,2025-10-18,20:40:00,S01105,ComputerLab,ITB,77,FrontDesk,True
38,2025-10-18,14:47:00,S03042,StudyRoom,PGCLL,116,CardSwipe,False
39,2025-10-18,08:34:00,S03828,Library,Mills Library,76,CardSwipe,False
40,2025-10-18,20:05:00,S04249,Gym,DBAC,116,CardSwipe,True
41,2025-10-18,15:01:00,S03812,ComputerLab,ITB,108,FrontDesk,False
42,2025-10-18,18:01:00,S02780,Gym,PGCLL,15,FrontDesk,True
43,2025-10-18,21:58:00,S04230,Library,Mills Library,121,MobileApp,True
44,2025-10-18,19:01:00,S01098,Cafeteria,DBAC,62,CardSwipe,True
45,2025-10-18,19:52:00,S03936,Cafeteria,DBAC,132,MobileApp,True
46,2025-10-18,13:15:00,S02923,Library,Mills Library,106,CardSwipe,True
47,2025-10-18,18:40:00,S01683,Library,JHE,59,FrontDesk,True
48,2025-10-18,11:49:00,S03838,Library,Thode Library,135,CardSwipe,True
49,2025-10-18,20:00:00,S01256,StudyRoom,Mills Library,35,MobileApp,True
50,2025-10-18,20:08:00,S00860,Gym,DBAC,99,MobileApp,True
51,2025-10-18,13:06:00,S03371,StudyRoom,PGCLL,107,MobileApp,True
